tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol
6/23/2023,2023,06,Jakarta Timur,1889,454,22,7,Cerah,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,<40,Simpang Y,Perempuan,>50,Tidak
7/11/2023,2023,07,Makassar,4536,249,29,59,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Kota,Baik,<40,Tikungan,Laki-laki,<17,Ya
7/25/2025,2025,07,Medan,2118,167,21,29,Cerah,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,>60,Simpang T,Perempuan,>50,Tidak
10/18/2024,2024,10,Bandung,2503,255,30,46,Hujan,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,>50,Ya
12/30/2023,2023,12,Semarang,4943,231,28,24,Hujan,Malam,Motor,Kondisi Jalan,Jalan Provinsi,Baik,<40,Lurus,Laki-laki,17-25,Ya
2/26/2024,2024,02,Palembang,2441,236,26,45,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Tikungan,Laki-laki,26-45,Tidak
4/21/2025,2025,04,Jakarta Selatan,3293,380,23,24,Cerah,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Provinsi,Baik,<40,Simpang Y,Perempuan,<17,Ya
9/26/2022,2022,09,Medan,2653,314,25,22,Cerah,Siang,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Simpang T,Laki-laki,>50,Ya
7/9/2024,2024,07,Yogyakarta,4590,351,22,21,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Provinsi,Berlubang,>60,Lurus,Laki-laki,>50,Ya
6/3/2023,2023,06,Jakarta Selatan,2810,131,20,15,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang 4,Laki-laki,17-25,Tidak
10/24/2024,2024,10,Medan,4463,298,20,24,Hujan,Siang,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Simpang 4,Perempuan,17-25,Ya
1/1/2025,2025,01,Bandung,4398,139,24,16,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang T,Perempuan,<17,Tidak
10/22/2024,2024,10,Yogyakarta,2650,346,25,37,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,17-25,Tidak
6/10/2024,2024,06,Bekasi,4616,345,30,9,Hujan,Malam,Truk,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Simpang T,Laki-laki,>50,Tidak
3/27/2025,2025,03,Yogyakarta,2069,396,24,0,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Kota,Baik,40-60,Simpang Y,Perempuan,<17,Ya
8/5/2024,2024,08,Jakarta Timur,1353,446,23,17,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Kota,Rusak,40-60,Tikungan,Laki-laki,17-25,Tidak
12/8/2023,2023,12,Bekasi,4919,284,30,53,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Baik,>60,Tikungan,Perempuan,>50,Ya
9/15/2023,2023,09,Jakarta Selatan,2493,463,26,16,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Rusak,<40,Lurus,Perempuan,>50,Ya
2/21/2024,2024,02,Semarang,4885,211,26,32,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Kota,Rusak,<40,Tikungan,Laki-laki,17-25,Ya
6/27/2022,2022,06,Palembang,2957,228,25,9,Cerah,Siang,Bus,Kondisi Jalan,Jalan Nasional,Baik,>60,Lurus,Perempuan,>50,Tidak
5/27/2023,2023,05,Bekasi,4237,289,29,49,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Simpang 4,Laki-laki,<17,Tidak
9/12/2022,2022,09,Bandung,3616,419,28,19,Hujan,Siang,Truk,Rem Blong,Jalan Kota,Rusak,>60,Lurus,Laki-laki,>50,Tidak
11/21/2024,2024,11,Makassar,4706,279,20,20,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Berlubang,40-60,Simpang Y,Laki-laki,17-25,Ya
9/4/2021,2021,09,Palembang,2075,448,30,4,Hujan,Siang,Motor,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang T,Perempuan,26-45,Ya
12/5/2021,2021,12,Jakarta Timur,1772,121,22,34,Hujan,Siang,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang 4,Perempuan,<17,Tidak
11/22/2025,2025,11,Palembang,2906,128,24,40,Hujan,Pagi,Mobil,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Simpang 4,Laki-laki,17-25,Ya
8/11/2024,2024,08,Yogyakarta,2535,287,27,29,Hujan,Dini Hari,Motor,Rem Blong,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,>50,Ya
8/19/2024,2024,08,Medan,3714,233,21,38,Cerah,Pagi,Mobil,Rem Blong,Jalan Provinsi,Berlubang,>60,Simpang T,Perempuan,>50,Tidak
3/14/2024,2024,03,Surabaya,1417,267,25,27,Cerah,Malam,Truk,Kondisi Jalan,Jalan Provinsi,Baik,<40,Simpang 4,Perempuan,26-45,Tidak
5/19/2023,2023,05,Surabaya,1775,390,22,7,Hujan,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,>60,Simpang 4,Laki-laki,26-45,Tidak
4/7/2022,2022,04,Semarang,2384,257,26,7,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Kota,Baik,<40,Simpang T,Laki-laki,17-25,Ya
7/30/2023,2023,07,Palembang,1676,237,25,26,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,40-60,Lurus,Laki-laki,17-25,Tidak
6/10/2023,2023,06,Surabaya,1946,281,20,8,Cerah,Siang,Bus,Rem Blong,Jalan Nasional,Baik,<40,Simpang T,Perempuan,26-45,Tidak
7/14/2024,2024,07,Yogyakarta,2076,209,25,29,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,26-45,Tidak
11/1/2021,2021,11,Bekasi,1726,208,25,36,Cerah,Pagi,Bus,Rem Blong,Jalan Provinsi,Baik,>60,Simpang Y,Perempuan,<17,Ya
11/6/2023,2023,11,Semarang,3383,494,21,33,Cerah,Siang,Truk,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Lurus,Perempuan,26-45,Ya
12/21/2022,2022,12,Bandung,1484,250,22,25,Hujan,Malam,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Simpang 4,Laki-laki,>50,Tidak
12/29/2024,2024,12,Yogyakarta,2169,208,24,12,Cerah,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,>50,Ya
3/8/2025,2025,03,Bandung,2356,106,28,29,Cerah,Dini Hari,Mobil,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Simpang 4,Perempuan,17-25,Tidak
10/14/2023,2023,10,Makassar,4024,361,25,18,Cerah,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,<40,Simpang T,Laki-laki,17-25,Tidak
10/28/2025,2025,10,Medan,1804,479,30,17,Hujan,Pagi,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,<40,Lurus,Laki-laki,<17,Ya
10/9/2024,2024,10,Yogyakarta,3026,208,23,37,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,<40,Simpang T,Laki-laki,>50,Ya
9/22/2025,2025,09,Jakarta Selatan,2261,310,27,53,Hujan,Malam,Motor,Rem Blong,Jalan Provinsi,Rusak,<40,Lurus,Laki-laki,>50,Ya
1/12/2023,2023,01,Medan,3696,257,21,11,Hujan,Malam,Mobil,Rem Blong,Jalan Kota,Baik,>60,Simpang 4,Perempuan,26-45,Ya
10/17/2022,2022,10,Jakarta Selatan,4626,362,21,29,Hujan,Siang,Truk,Kelalaian Pengemudi,Jalan Nasional,Baik,>60,Simpang 4,Perempuan,26-45,Ya
7/27/2021,2021,07,Bekasi,2043,272,27,2,Hujan,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,40-60,Simpang 4,Perempuan,26-45,Tidak
6/10/2023,2023,06,Medan,1303,146,25,17,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,40-60,Simpang Y,Perempuan,17-25,Tidak
7/21/2024,2024,07,Yogyakarta,4617,339,20,27,Hujan,Malam,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,40-60,Simpang 4,Laki-laki,>50,Tidak
9/27/2025,2025,09,Surabaya,2588,487,22,15,Hujan,Dini Hari,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,>60,Simpang 4,Perempuan,>50,Ya
1/1/2024,2024,01,Yogyakarta,4899,254,25,3,Cerah,Siang,Bus,Kondisi Jalan,Jalan Kota,Berlubang,>60,Lurus,Perempuan,>50,Ya
8/15/2024,2024,08,Bekasi,1756,108,26,43,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Simpang 4,Laki-laki,17-25,Ya
4/7/2022,2022,04,Yogyakarta,1375,166,24,12,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Simpang T,Laki-laki,>50,Ya
4/7/2022,2022,04,Makassar,3956,490,22,10,Hujan,Siang,Truk,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Lurus,Laki-laki,17-25,Tidak
1/30/2024,2024,01,Semarang,2545,193,29,38,Cerah,Malam,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Simpang T,Laki-laki,>50,Tidak
5/9/2024,2024,05,Bekasi,4469,496,22,20,Cerah,Pagi,Truk,Kelalaian Pengemudi,Jalan Nasional,Rusak,>60,Tikungan,Laki-laki,17-25,Tidak
2/21/2023,2023,02,Makassar,2347,374,21,1,Hujan,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Lurus,Perempuan,26-45,Tidak
12/28/2022,2022,12,Bekasi,1665,102,25,67,Hujan,Pagi,Motor,Rem Blong,Jalan Provinsi,Baik,40-60,Lurus,Laki-laki,>50,Ya
12/25/2021,2021,12,Jakarta Timur,2308,409,27,34,Hujan,Siang,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Lurus,Laki-laki,17-25,Tidak
4/1/2022,2022,04,Palembang,2202,393,29,11,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Lurus,Laki-laki,>50,Tidak
3/3/2022,2022,03,Bekasi,3338,245,25,34,Hujan,Pagi,Motor,Rem Blong,Jalan Provinsi,Rusak,40-60,Simpang 4,Perempuan,17-25,Ya
4/5/2024,2024,04,Palembang,1439,422,25,32,Cerah,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,40-60,Tikungan,Laki-laki,17-25,Ya
12/26/2022,2022,12,Semarang,1271,176,29,15,Hujan,Malam,Bus,Rem Blong,Jalan Provinsi,Baik,40-60,Tikungan,Perempuan,17-25,Tidak
12/8/2021,2021,12,Jakarta Timur,1857,152,30,18,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Kota,Berlubang,>60,Simpang Y,Perempuan,17-25,Ya
10/6/2023,2023,10,Semarang,1054,355,20,35,Cerah,Siang,Bus,Rem Blong,Jalan Kota,Baik,40-60,Tikungan,Perempuan,26-45,Ya
5/21/2021,2021,05,Bekasi,3974,194,26,3,Hujan,Dini Hari,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Simpang 4,Perempuan,>50,Tidak
5/17/2025,2025,05,Makassar,4845,236,28,31,Cerah,Siang,Mobil,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Simpang 4,Laki-laki,17-25,Tidak
10/4/2024,2024,10,Yogyakarta,2341,426,24,49,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Kota,Berlubang,>60,Simpang 4,Laki-laki,>50,Tidak
5/28/2022,2022,05,Medan,2201,457,27,6,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Provinsi,Baik,>60,Lurus,Perempuan,26-45,Ya
12/12/2022,2022,12,Jakarta Timur,2157,358,24,6,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Tikungan,Perempuan,17-25,Ya
10/3/2021,2021,10,Bekasi,4645,310,21,14,Cerah,Pagi,Mobil,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Lurus,Perempuan,26-45,Tidak
11/26/2025,2025,11,Semarang,1259,441,24,18,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,>50,Tidak
9/21/2024,2024,09,Bandung,2405,160,30,19,Hujan,Pagi,Mobil,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Simpang T,Laki-laki,<17,Ya
1/30/2021,2021,01,Jakarta Timur,1300,464,26,10,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Lurus,Perempuan,<17,Tidak
11/6/2024,2024,11,Jakarta Timur,3809,425,23,1,Hujan,Malam,Bus,Kondisi Jalan,Jalan Provinsi,Rusak,40-60,Simpang Y,Laki-laki,>50,Ya
1/3/2024,2024,01,Palembang,1333,278,28,34,Cerah,Malam,Bus,Rem Blong,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,>50,Ya
9/24/2021,2021,09,Makassar,1097,343,27,19,Cerah,Dini Hari,Truk,Kondisi Jalan,Jalan Provinsi,Baik,<40,Simpang 4,Laki-laki,26-45,Tidak
6/4/2023,2023,06,Palembang,1387,399,20,10,Hujan,Siang,Motor,Kelalaian Pengemudi,Jalan Kota,Berlubang,>60,Simpang Y,Laki-laki,<17,Ya
5/7/2025,2025,05,Yogyakarta,3775,212,28,50,Cerah,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Rusak,>60,Simpang 4,Laki-laki,>50,Tidak
8/18/2022,2022,08,Bandung,3910,469,28,9,Hujan,Dini Hari,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Tikungan,Perempuan,>50,Tidak
1/30/2025,2025,01,Jakarta Timur,3943,171,20,9,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Provinsi,Rusak,>60,Lurus,Perempuan,>50,Tidak
4/13/2021,2021,04,Bandung,4120,158,22,14,Cerah,Siang,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,40-60,Simpang T,Perempuan,26-45,Ya
4/24/2025,2025,04,Bekasi,3233,136,24,20,Cerah,Dini Hari,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,<40,Simpang T,Perempuan,26-45,Tidak
11/18/2023,2023,11,Bekasi,1496,486,24,25,Cerah,Pagi,Bus,Kelalaian Pengemudi,Jalan Kota,Berlubang,>60,Simpang T,Laki-laki,26-45,Ya
4/8/2024,2024,04,Bandung,4564,444,22,13,Cerah,Dini Hari,Truk,Rem Blong,Jalan Kota,Baik,<40,Tikungan,Laki-laki,<17,Tidak
2/20/2021,2021,02,Surabaya,2038,155,29,18,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Nasional,Berlubang,<40,Lurus,Perempuan,26-45,Tidak
9/18/2025,2025,09,Makassar,3905,306,24,18,Cerah,Dini Hari,Bus,Kondisi Jalan,Jalan Kota,Rusak,>60,Simpang T,Laki-laki,17-25,Tidak
3/11/2021,2021,03,Bandung,1984,116,24,5,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Tikungan,Laki-laki,<17,Ya
10/30/2024,2024,10,Bandung,4465,353,26,7,Hujan,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang Y,Perempuan,>50,Ya
3/14/2024,2024,03,Palembang,2060,364,30,11,Hujan,Pagi,Truk,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,26-45,Tidak
6/12/2023,2023,06,Makassar,2930,446,30,3,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Tikungan,Perempuan,>50,Ya
11/13/2025,2025,11,Medan,3119,152,29,57,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Provinsi,Rusak,>60,Tikungan,Perempuan,26-45,Tidak
5/26/2024,2024,05,Yogyakarta,3943,241,20,7,Hujan,Malam,Mobil,Kondisi Jalan,Jalan Kota,Berlubang,40-60,Simpang Y,Laki-laki,17-25,Ya
8/25/2023,2023,08,Makassar,2019,393,20,24,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Simpang T,Laki-laki,<17,Ya
5/14/2024,2024,05,Yogyakarta,3778,485,28,9,Hujan,Siang,Mobil,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang T,Laki-laki,<17,Ya
9/4/2023,2023,09,Yogyakarta,4007,289,20,39,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,<17,Tidak
4/17/2022,2022,04,Yogyakarta,4042,363,25,46,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Tikungan,Perempuan,<17,Tidak
8/25/2024,2024,08,Semarang,3817,371,29,28,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Lurus,Laki-laki,>50,Ya
10/17/2024,2024,10,Palembang,2828,404,22,21,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Lurus,Laki-laki,26-45,Ya
6/19/2022,2022,06,Jakarta Selatan,3217,254,25,58,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Nasional,Berlubang,40-60,Simpang 4,Laki-laki,>50,Ya
6/1/2023,2023,06,Medan,2140,221,28,1,Cerah,Dini Hari,Motor,Rem Blong,Jalan Kota,Baik,>60,Lurus,Laki-laki,17-25,Ya
4/17/2025,2025,04,Makassar,1478,460,27,27,Cerah,Pagi,Mobil,Rem Blong,Jalan Provinsi,Baik,>60,Lurus,Perempuan,>50,Ya
1/1/2025,2025,01,Semarang,3560,265,24,44,Cerah,Pagi,Mobil,Rem Blong,Jalan Nasional,Berlubang,<40,Simpang Y,Perempuan,26-45,Tidak
11/12/2025,2025,11,Medan,4441,355,29,22,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Lurus,Perempuan,>50,Ya
6/20/2025,2025,06,Medan,4062,383,21,46,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Provinsi,Baik,>60,Simpang 4,Laki-laki,26-45,Ya
7/1/2021,2021,07,Jakarta Timur,2375,264,24,23,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Baik,40-60,Simpang Y,Perempuan,26-45,Ya
7/18/2023,2023,07,Yogyakarta,3883,239,23,40,Hujan,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,>60,Tikungan,Laki-laki,<17,Tidak
10/1/2022,2022,10,Medan,3012,319,25,1,Cerah,Pagi,Bus,Rem Blong,Jalan Kota,Baik,40-60,Tikungan,Perempuan,17-25,Ya
1/31/2021,2021,01,Bandung,2001,174,24,44,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Tikungan,Laki-laki,26-45,Ya
4/23/2025,2025,04,Jakarta Timur,2647,483,29,47,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Tikungan,Laki-laki,<17,Tidak
3/22/2023,2023,03,Medan,2017,490,29,3,Cerah,Malam,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Simpang T,Perempuan,<17,Ya
12/13/2021,2021,12,Makassar,4749,355,25,17,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Kota,Baik,>60,Tikungan,Laki-laki,<17,Ya
12/20/2024,2024,12,Bekasi,4386,177,27,6,Cerah,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,>60,Tikungan,Perempuan,17-25,Ya
4/3/2023,2023,04,Makassar,2411,350,30,2,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,>50,Tidak
4/24/2024,2024,04,Makassar,2743,278,29,36,Cerah,Siang,Bus,Kondisi Jalan,Jalan Kota,Berlubang,<40,Simpang Y,Perempuan,17-25,Ya
11/5/2021,2021,11,Medan,3594,424,21,17,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Tikungan,Laki-laki,17-25,Ya
1/17/2025,2025,01,Bekasi,4977,323,23,39,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang Y,Perempuan,26-45,Tidak
6/6/2021,2021,06,Medan,4399,497,23,25,Cerah,Pagi,Motor,Kondisi Jalan,Jalan Kota,Berlubang,<40,Tikungan,Perempuan,17-25,Tidak
6/7/2022,2022,06,Yogyakarta,3876,461,23,19,Cerah,Dini Hari,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,<40,Simpang Y,Perempuan,>50,Tidak
9/5/2024,2024,09,Makassar,3111,264,20,10,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,>60,Simpang Y,Laki-laki,17-25,Tidak
12/30/2021,2021,12,Bekasi,3014,227,21,15,Cerah,Pagi,Truk,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Lurus,Laki-laki,17-25,Ya
6/30/2023,2023,06,Palembang,2784,500,29,10,Hujan,Siang,Motor,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Lurus,Laki-laki,>50,Ya
3/8/2025,2025,03,Medan,3457,416,30,15,Hujan,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang Y,Perempuan,26-45,Ya
9/23/2025,2025,09,Surabaya,4055,244,30,30,Cerah,Siang,Truk,Kurang Jarak Aman,Jalan Nasional,Baik,<40,Lurus,Laki-laki,<17,Ya
5/29/2021,2021,05,Palembang,4937,122,28,50,Hujan,Dini Hari,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,<40,Simpang Y,Perempuan,>50,Tidak
1/1/2022,2022,01,Bekasi,3104,184,27,27,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Lurus,Laki-laki,17-25,Tidak
2/19/2021,2021,02,Palembang,3470,250,22,10,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Lurus,Perempuan,<17,Ya
4/29/2022,2022,04,Surabaya,4724,256,27,22,Cerah,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Lurus,Perempuan,<17,Ya
1/10/2024,2024,01,Semarang,3716,200,28,28,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Simpang Y,Perempuan,26-45,Tidak
1/19/2022,2022,01,Surabaya,4274,191,28,1,Hujan,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Baik,40-60,Tikungan,Laki-laki,>50,Ya
10/6/2025,2025,10,Medan,1079,350,27,14,Hujan,Pagi,Mobil,Kondisi Jalan,Jalan Kota,Berlubang,<40,Simpang Y,Laki-laki,<17,Ya
9/26/2022,2022,09,Jakarta Selatan,2918,218,21,17,Hujan,Malam,Bus,Kondisi Jalan,Jalan Provinsi,Rusak,40-60,Lurus,Perempuan,17-25,Ya
8/16/2024,2024,08,Semarang,2956,105,30,10,Hujan,Malam,Truk,Kondisi Jalan,Jalan Provinsi,Rusak,<40,Lurus,Laki-laki,<17,Ya
8/11/2025,2025,08,Jakarta Timur,1830,429,28,7,Hujan,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Baik,<40,Simpang T,Perempuan,>50,Tidak
4/28/2024,2024,04,Yogyakarta,3568,415,28,14,Cerah,Siang,Truk,Rem Blong,Jalan Kota,Baik,>60,Lurus,Perempuan,17-25,Tidak
9/28/2023,2023,09,Medan,3946,249,22,4,Hujan,Pagi,Truk,Rem Blong,Jalan Kota,Berlubang,40-60,Tikungan,Laki-laki,17-25,Ya
10/23/2025,2025,10,Bandung,4194,291,27,24,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Kota,Baik,40-60,Lurus,Perempuan,<17,Ya
3/22/2021,2021,03,Yogyakarta,3081,350,28,12,Cerah,Siang,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Simpang 4,Perempuan,<17,Tidak
11/1/2023,2023,11,Medan,1478,177,27,9,Hujan,Dini Hari,Motor,Kondisi Jalan,Jalan Provinsi,Rusak,>60,Lurus,Laki-laki,>50,Tidak
3/21/2023,2023,03,Jakarta Timur,4730,460,20,27,Hujan,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,<40,Simpang T,Laki-laki,<17,Ya
12/21/2022,2022,12,Surabaya,1970,324,28,27,Hujan,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Rusak,>60,Lurus,Perempuan,>50,Ya
6/24/2021,2021,06,Yogyakarta,1266,179,27,29,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,>60,Simpang Y,Laki-laki,>50,Tidak
8/2/2022,2022,08,Bekasi,4051,168,29,16,Cerah,Pagi,Motor,Rem Blong,Jalan Nasional,Rusak,>60,Tikungan,Perempuan,>50,Ya
2/10/2021,2021,02,Yogyakarta,3675,116,26,5,Cerah,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,26-45,Tidak
12/28/2023,2023,12,Jakarta Timur,3251,360,27,7,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Lurus,Perempuan,>50,Tidak
11/24/2023,2023,11,Makassar,1091,133,22,35,Cerah,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,40-60,Lurus,Perempuan,>50,Tidak
11/10/2022,2022,11,Jakarta Selatan,1596,276,24,44,Cerah,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,26-45,Tidak
3/29/2023,2023,03,Jakarta Selatan,1547,374,22,20,Cerah,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,<17,Tidak
9/29/2024,2024,09,Jakarta Timur,1702,291,21,8,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang 4,Laki-laki,<17,Ya
8/10/2025,2025,08,Makassar,4295,222,25,13,Hujan,Malam,Truk,Rem Blong,Jalan Provinsi,Berlubang,40-60,Simpang T,Perempuan,26-45,Tidak
9/27/2023,2023,09,Bekasi,3044,220,29,23,Cerah,Pagi,Motor,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Simpang T,Laki-laki,26-45,Ya
12/25/2023,2023,12,Palembang,3206,113,24,7,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,26-45,Tidak
