tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol,jenis_angkutan,status_kecelakaan,status_korban,eligible_santunan,dasar_hukum,jenis_santunan,estimasi_biaya_santunan
1/12/2024,2024,1,Bekasi,563,120,27,30,Cerah,Dini Hari,Truk,Kondisi Jalan,Jalan Kota,Baik,<40,Simpang 4,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/4/2023,2023,12,Bekasi,750,424,30,53,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Baik,<40,Lurus,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23760000000
10/14/2023,2023,10,Palembang,635,385,28,23,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang T,Perempuan,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/13/2021,2021,6,Surabaya,548,132,22,4,Hujan,Pagi,Motor,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang 4,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/26/2025,2025,3,Surabaya,774,498,30,11,Hujan,Dini Hari,Motor,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Simpang T,Laki-laki,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/15/2022,2022,4,Yogyakarta,354,120,24,21,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7620000000
12/11/2024,2024,12,Bandung,932,228,26,13,Cerah,Pagi,Motor,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/18/2022,2022,9,Yogyakarta,439,376,27,30,Cerah,Pagi,Truk,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Lurus,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/2/2023,2023,3,Bandung,420,344,21,12,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang 4,Perempuan,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,18490000000
4/18/2021,2021,4,Yogyakarta,250,151,29,59,Hujan,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang 4,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10180000000
12/20/2025,2025,12,Bandung,1086,235,23,22,Hujan,Pagi,Mobil,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Lurus,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/3/2021,2021,9,Makassar,319,122,29,19,Hujan,Siang,Bus,Rem Blong,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,7930000000
9/18/2025,2025,9,Makassar,886,148,25,10,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/29/2023,2023,11,Palembang,596,483,26,22,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Kota,Berlubang,>60,Tikungan,Perempuan,26-45,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,25890000000
11/19/2024,2024,11,Yogyakarta,782,364,28,41,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Provinsi,Baik,<40,Lurus,Laki-laki,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,20420000000
8/16/2022,2022,8,Jakarta Selatan,519,177,28,45,Hujan,Pagi,Bus,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Lurus,Laki-laki,26-45,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,11150000000
4/15/2021,2021,4,Medan,311,136,21,53,Hujan,Pagi,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,>60,Tikungan,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8910000000
6/11/2021,2021,6,Semarang,591,116,20,48,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Nasional,Baik,40-60,Simpang T,Perempuan,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/23/2025,2025,2,Semarang,687,480,25,24,Cerah,Pagi,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Simpang Y,Laki-laki,<17,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,25730000000
1/17/2024,2024,1,Bekasi,518,390,30,6,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Provinsi,Rusak,40-60,Lurus,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/1/2025,2025,4,Bekasi,699,177,27,18,Cerah,Siang,Mobil,Rem Blong,Jalan Nasional,Rusak,40-60,Tikungan,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10560000000
5/18/2021,2021,5,Palembang,284,300,23,34,Hujan,Siang,Truk,Kurang Jarak Aman,Jalan Provinsi,Berlubang,>60,Simpang T,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16830000000
10/13/2023,2023,10,Bandung,638,489,28,34,Cerah,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,40-60,Lurus,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,26530000000
7/18/2025,2025,7,Yogyakarta,755,272,24,6,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,14920000000
12/6/2025,2025,12,Yogyakarta,1056,337,24,12,Hujan,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Lurus,Perempuan,<17,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,18290000000
3/11/2024,2024,3,Jakarta Timur,662,290,28,12,Cerah,Siang,Bus,Rem Blong,Jalan Kota,Baik,40-60,Simpang 4,Perempuan,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,16140000000
8/30/2021,2021,8,Makassar,280,319,28,15,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Simpang T,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17650000000
5/12/2024,2024,5,Semarang,599,238,30,22,Hujan,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Nasional,Baik,>60,Lurus,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13840000000
4/18/2025,2025,4,Semarang,811,333,21,18,Hujan,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,>60,Simpang 4,Laki-laki,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,18060000000
5/16/2021,2021,5,Semarang,207,322,26,21,Hujan,Pagi,Mobil,Kondisi Jalan,Jalan Kota,Baik,<40,Simpang 4,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17820000000
10/20/2021,2021,10,Bekasi,308,126,30,42,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Lurus,Perempuan,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,8640000000
6/25/2022,2022,6,Yogyakarta,583,334,21,16,Hujan,Siang,Mobil,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Tikungan,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18070000000
1/14/2021,2021,1,Bandung,285,198,28,44,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang Y,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12180000000
3/24/2025,2025,3,Makassar,723,243,23,27,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13840000000
11/29/2024,2024,11,Yogyakarta,732,369,20,7,Hujan,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Kota,Baik,40-60,Lurus,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/2/2025,2025,4,Makassar,764,186,22,31,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Provinsi,Rusak,<40,Simpang T,Perempuan,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,11020000000
6/10/2023,2023,6,Jakarta Selatan,854,428,26,6,Hujan,Siang,Bus,Kondisi Jalan,Jalan Nasional,Baik,40-60,Lurus,Perempuan,17-25,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,22820000000
10/31/2024,2024,10,Surabaya,749,172,26,25,Cerah,Pagi,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Baik,>60,Simpang 4,Laki-laki,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/8/2022,2022,9,Semarang,386,235,22,27,Hujan,Malam,Motor,Kondisi Jalan,Jalan Provinsi,Baik,>60,Simpang T,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13390000000
3/11/2021,2021,3,Yogyakarta,316,357,30,48,Hujan,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20310000000
7/29/2023,2023,7,Surabaya,576,312,24,3,Cerah,Dini Hari,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,>60,Tikungan,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16860000000
7/8/2025,2025,7,Bandung,778,280,23,19,Cerah,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/23/2025,2025,6,Bekasi,919,170,27,9,Hujan,Pagi,Truk,Kurang Jarak Aman,Jalan Nasional,Baik,>60,Lurus,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10030000000
10/29/2025,2025,10,Makassar,882,194,26,18,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Lurus,Perempuan,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/27/2025,2025,4,Bekasi,791,339,28,18,Cerah,Siang,Mobil,Rem Blong,Jalan Nasional,Rusak,>60,Simpang T,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18710000000
10/26/2023,2023,10,Makassar,554,281,27,16,Cerah,Malam,Motor,Kelalaian Pengemudi,Jalan Provinsi,Baik,>60,Lurus,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15720000000
11/8/2022,2022,11,Jakarta Selatan,548,176,23,11,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Provinsi,Rusak,<40,Lurus,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10170000000
8/21/2023,2023,8,Makassar,509,385,23,11,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,<17,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,20620000000
12/18/2024,2024,12,Yogyakarta,962,149,20,65,Cerah,Malam,Truk,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Tikungan,Laki-laki,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/6/2022,2022,9,Jakarta Selatan,423,320,26,12,Cerah,Siang,Truk,Rem Blong,Jalan Kota,Rusak,>60,Simpang T,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17540000000
11/17/2024,2024,11,Bekasi,693,340,29,14,Hujan,Pagi,Motor,Kelalaian Pengemudi,Jalan Kota,Baik,>60,Simpang 4,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18730000000
5/26/2022,2022,5,Jakarta Selatan,341,488,25,8,Hujan,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Baik,40-60,Lurus,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25810000000
9/12/2022,2022,9,Jakarta Timur,464,168,21,7,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Nasional,Baik,40-60,Simpang Y,Laki-laki,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,9590000000
12/12/2025,2025,12,Surabaya,1149,216,27,19,Hujan,Siang,Mobil,Kurang Jarak Aman,Jalan Provinsi,Rusak,<40,Tikungan,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12530000000
2/9/2021,2021,2,Yogyakarta,244,102,27,3,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Tikungan,Perempuan,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/13/2025,2025,10,Palembang,826,411,21,41,Hujan,Siang,Bus,Kurang Jarak Aman,Jalan Provinsi,Baik,<40,Simpang Y,Laki-laki,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,22420000000
11/19/2023,2023,11,Makassar,546,438,27,32,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Tikungan,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23890000000
12/31/2025,2025,12,Semarang,1080,124,23,29,Hujan,Siang,Mobil,Kurang Jarak Aman,Jalan Provinsi,Berlubang,>60,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7930000000
9/16/2025,2025,9,Jakarta Timur,780,300,23,12,Hujan,Dini Hari,Bus,Kondisi Jalan,Jalan Kota,Rusak,40-60,Simpang T,Perempuan,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,16390000000
7/19/2022,2022,7,Bandung,458,224,23,22,Cerah,Siang,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Tikungan,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12790000000
8/17/2021,2021,8,Bandung,381,327,25,38,Cerah,Pagi,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Tikungan,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18360000000
2/4/2023,2023,2,Yogyakarta,424,446,29,6,Hujan,Dini Hari,Motor,Kurang Jarak Aman,Jalan Kota,Baik,>60,Simpang T,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/21/2021,2021,3,Palembang,234,208,20,19,Hujan,Dini Hari,Bus,Rem Blong,Jalan Kota,Baik,40-60,Simpang T,Perempuan,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,11780000000
10/7/2021,2021,10,Jakarta Timur,280,156,23,70,Hujan,Pagi,Truk,Rem Blong,Jalan Kota,Rusak,40-60,Simpang T,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
7/11/2023,2023,7,Surabaya,486,112,22,32,Hujan,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang T,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7340000000
8/6/2024,2024,8,Bekasi,738,290,20,4,Hujan,Dini Hari,Truk,Rem Blong,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15580000000
2/26/2022,2022,2,Yogyakarta,411,474,28,33,Hujan,Malam,Truk,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25760000000
1/10/2022,2022,1,Bandung,343,110,25,27,Hujan,Malam,Motor,Rem Blong,Jalan Nasional,Rusak,>60,Simpang 4,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/21/2024,2024,11,Jakarta Timur,765,270,22,46,Hujan,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,>60,Lurus,Perempuan,26-45,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,15520000000
3/9/2024,2024,3,Medan,576,144,22,2,Cerah,Pagi,Motor,Kelalaian Pengemudi,Jalan Nasional,Baik,>60,Tikungan,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8340000000
10/9/2022,2022,10,Jakarta Timur,531,275,23,41,Hujan,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Simpang 4,Laki-laki,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,15720000000
11/24/2021,2021,11,Bekasi,410,308,20,13,Hujan,Malam,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Simpang 4,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,16660000000
5/4/2021,2021,5,Yogyakarta,307,290,28,38,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16660000000
1/13/2023,2023,1,Makassar,503,279,21,3,Cerah,Pagi,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,40-60,Lurus,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15060000000
1/19/2023,2023,1,Bandung,504,261,28,25,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,14950000000
7/27/2024,2024,7,Jakarta Timur,710,232,29,14,Cerah,Malam,Truk,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Lurus,Laki-laki,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/5/2023,2023,5,Bandung,516,258,30,30,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Provinsi,Rusak,>60,Simpang 4,Laki-laki,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,15000000000
11/3/2021,2021,11,Jakarta Selatan,395,266,23,9,Cerah,Pagi,Bus,Kelalaian Pengemudi,Jalan Kota,Rusak,<40,Tikungan,Laki-laki,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,14630000000
8/11/2022,2022,8,Makassar,381,446,30,27,Cerah,Siang,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,<40,Tikungan,Perempuan,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/24/2023,2023,11,Medan,535,384,28,17,Hujan,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Provinsi,Rusak,<40,Simpang Y,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20940000000
4/11/2021,2021,4,Jakarta Selatan,320,175,23,20,Hujan,Malam,Mobil,Kurang Jarak Aman,Jalan Kota,Baik,40-60,Simpang Y,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10300000000
4/28/2024,2024,4,Semarang,695,195,26,3,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11110000000
5/4/2024,2024,5,Makassar,645,128,28,14,Cerah,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Baik,40-60,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8080000000
4/24/2021,2021,4,Bekasi,270,114,28,13,Hujan,Malam,Bus,Rem Blong,Jalan Provinsi,Rusak,>60,Simpang Y,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,7360000000
2/10/2021,2021,2,Jakarta Selatan,173,374,24,62,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,<40,Simpang T,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/15/2025,2025,8,Jakarta Timur,727,186,25,10,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Provinsi,Baik,>60,Tikungan,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10750000000
4/25/2023,2023,4,Surabaya,527,350,27,2,Cerah,Malam,Truk,Rem Blong,Jalan Nasional,Baik,40-60,Simpang T,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18890000000
10/5/2025,2025,10,Palembang,860,472,26,57,Hujan,Pagi,Mobil,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/27/2023,2023,5,Medan,521,439,30,10,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,<40,Simpang Y,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23650000000
6/14/2025,2025,6,Bandung,1012,223,30,22,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Kota,Rusak,>60,Simpang 4,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/14/2022,2022,9,Palembang,458,489,28,49,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Simpang Y,Laki-laki,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/26/2023,2023,12,Bekasi,878,241,22,15,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Baik,<40,Simpang Y,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13450000000
7/26/2021,2021,7,Semarang,304,253,24,60,Hujan,Malam,Truk,Kondisi Jalan,Jalan Provinsi,Baik,>60,Lurus,Perempuan,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/19/2022,2022,4,Bekasi,428,284,27,9,Hujan,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang T,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15730000000
1/22/2021,2021,1,Medan,157,314,29,11,Cerah,Dini Hari,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,17370000000
11/29/2023,2023,11,Palembang,629,370,24,13,Hujan,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,>60,Simpang 4,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19960000000
11/10/2024,2024,11,Bekasi,701,218,23,28,Hujan,Pagi,Bus,Rem Blong,Jalan Nasional,Baik,<40,Simpang 4,Perempuan,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,12610000000
2/13/2021,2021,2,Bandung,238,293,25,10,Hujan,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,<40,Simpang 4,Laki-laki,<17,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,16100000000
5/11/2025,2025,5,Semarang,709,480,28,10,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Kota,Baik,>60,Simpang Y,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25600000000
10/28/2023,2023,10,Bekasi,575,120,27,22,Hujan,Malam,Motor,Kondisi Jalan,Jalan Kota,Baik,40-60,Simpang 4,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7790000000
12/16/2022,2022,12,Semarang,594,284,27,22,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Simpang 4,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/4/2022,2022,1,Jakarta Timur,295,306,27,21,Hujan,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,>60,Simpang Y,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/19/2022,2022,1,Semarang,382,470,27,71,Hujan,Pagi,Mobil,Kelalaian Pengemudi,Jalan Nasional,Berlubang,>60,Simpang Y,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,26270000000
2/22/2022,2022,2,Yogyakarta,377,383,25,25,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,>60,Simpang T,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/24/2023,2023,12,Jakarta Timur,849,495,22,22,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,>60,Simpang 4,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,26290000000
3/7/2025,2025,3,Makassar,686,364,25,16,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,>60,Simpang Y,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19770000000
